delta,row_type,configuration,metric,value,lineage_min,lineage_median,lineage_max,paired_factor_sha256,note
0.30,CONFIGURATION,p-HFC_CE-I_Hamming,baseline_top2_both_retained_frequency,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-I_Euclidean,baseline_top2_both_retained_frequency,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-I_Hausdorff,baseline_top2_both_retained_frequency,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Hamming,baseline_top2_both_retained_frequency,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Euclidean,baseline_top2_both_retained_frequency,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Hausdorff,baseline_top2_both_retained_frequency,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,LINEAGE_DESCRIPTIVE_RANGE_MEDIAN,ALL_SIX_CO_PRIMARY,baseline_top2_both_retained_frequency,,1.000000000000,1.000000000000,1.000000000000,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,descriptive across six co-primary configurations only; no pooled-draw inference and no most-stable selection
0.30,CONFIGURATION,p-HFC_CE-I_Hamming,mean_baseline_top2_overlap_share,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-I_Euclidean,mean_baseline_top2_overlap_share,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-I_Hausdorff,mean_baseline_top2_overlap_share,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Hamming,mean_baseline_top2_overlap_share,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Euclidean,mean_baseline_top2_overlap_share,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Hausdorff,mean_baseline_top2_overlap_share,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,LINEAGE_DESCRIPTIVE_RANGE_MEDIAN,ALL_SIX_CO_PRIMARY,mean_baseline_top2_overlap_share,,1.000000000000,1.000000000000,1.000000000000,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,descriptive across six co-primary configurations only; no pooled-draw inference and no most-stable selection
0.30,CONFIGURATION,p-HFC_CE-I_Hamming,MARD_mean,0.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-I_Euclidean,MARD_mean,0.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-I_Hausdorff,MARD_mean,0.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Hamming,MARD_mean,0.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Euclidean,MARD_mean,0.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Hausdorff,MARD_mean,0.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,LINEAGE_DESCRIPTIVE_RANGE_MEDIAN,ALL_SIX_CO_PRIMARY,MARD_mean,,0.000000000000,0.000000000000,0.000000000000,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,descriptive across six co-primary configurations only; no pooled-draw inference and no most-stable selection
0.30,CONFIGURATION,p-HFC_CE-I_Hamming,Kendall_tau_b_mean,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-I_Euclidean,Kendall_tau_b_mean,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-I_Hausdorff,Kendall_tau_b_mean,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Hamming,Kendall_tau_b_mean,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Euclidean,Kendall_tau_b_mean,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,CONFIGURATION,p-HFC_CE-II_Hausdorff,Kendall_tau_b_mean,1.000000000000,,,,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,co-primary configuration; do not interpret as independent draw pool
0.30,LINEAGE_DESCRIPTIVE_RANGE_MEDIAN,ALL_SIX_CO_PRIMARY,Kendall_tau_b_mean,,1.000000000000,1.000000000000,1.000000000000,031f7d1dd76cc2137d68ecf994a546e7bceaaafc7a0705a113c9ccfe7031cbe7,descriptive across six co-primary configurations only; no pooled-draw inference and no most-stable selection
0.40,CONFIGURATION,p-HFC_CE-I_Hamming,winner_retention_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Euclidean,winner_retention_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Hausdorff,winner_retention_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hamming,winner_retention_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Euclidean,winner_retention_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hausdorff,winner_retention_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,LINEAGE_DESCRIPTIVE_RANGE_MEDIAN,ALL_SIX_CO_PRIMARY,winner_retention_frequency,,1.000000000000,1.000000000000,1.000000000000,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,descriptive across six co-primary configurations only; no pooled-draw inference and no most-stable selection
0.40,CONFIGURATION,p-HFC_CE-I_Hamming,baseline_top2_both_retained_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Euclidean,baseline_top2_both_retained_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Hausdorff,baseline_top2_both_retained_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hamming,baseline_top2_both_retained_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Euclidean,baseline_top2_both_retained_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hausdorff,baseline_top2_both_retained_frequency,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,LINEAGE_DESCRIPTIVE_RANGE_MEDIAN,ALL_SIX_CO_PRIMARY,baseline_top2_both_retained_frequency,,1.000000000000,1.000000000000,1.000000000000,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,descriptive across six co-primary configurations only; no pooled-draw inference and no most-stable selection
0.40,CONFIGURATION,p-HFC_CE-I_Hamming,mean_baseline_top2_overlap_share,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Euclidean,mean_baseline_top2_overlap_share,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Hausdorff,mean_baseline_top2_overlap_share,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hamming,mean_baseline_top2_overlap_share,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Euclidean,mean_baseline_top2_overlap_share,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hausdorff,mean_baseline_top2_overlap_share,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,LINEAGE_DESCRIPTIVE_RANGE_MEDIAN,ALL_SIX_CO_PRIMARY,mean_baseline_top2_overlap_share,,1.000000000000,1.000000000000,1.000000000000,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,descriptive across six co-primary configurations only; no pooled-draw inference and no most-stable selection
0.40,CONFIGURATION,p-HFC_CE-I_Hamming,MARD_mean,0.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Euclidean,MARD_mean,0.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Hausdorff,MARD_mean,0.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hamming,MARD_mean,0.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Euclidean,MARD_mean,0.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hausdorff,MARD_mean,0.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,LINEAGE_DESCRIPTIVE_RANGE_MEDIAN,ALL_SIX_CO_PRIMARY,MARD_mean,,0.000000000000,0.000000000000,0.000000000000,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,descriptive across six co-primary configurations only; no pooled-draw inference and no most-stable selection
0.40,CONFIGURATION,p-HFC_CE-I_Hamming,Kendall_tau_b_mean,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Euclidean,Kendall_tau_b_mean,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-I_Hausdorff,Kendall_tau_b_mean,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hamming,Kendall_tau_b_mean,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Euclidean,Kendall_tau_b_mean,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,CONFIGURATION,p-HFC_CE-II_Hausdorff,Kendall_tau_b_mean,1.000000000000,,,,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,co-primary configuration; do not interpret as independent draw pool
0.40,LINEAGE_DESCRIPTIVE_RANGE_MEDIAN,ALL_SIX_CO_PRIMARY,Kendall_tau_b_mean,,1.000000000000,1.000000000000,1.000000000000,5053b39a0d4ee0ce0688b2ebb5b4435f42f7c294b365f0327ce756533bb4ed74,descriptive across six co-primary configurations only; no pooled-draw inference and no most-stable selection
